cardnumber,field,audit_value,runtime_value,severity,notes
PL!SP-sd1-017,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-018,base_hearts_counts_json,<赤> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-018,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-019,base_hearts_counts_json,<紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-019,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-020,base_hearts_counts_json,<赤> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-020,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-021,base_hearts_counts_json,<赤> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-021,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-022,base_hearts_counts_json,<赤> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-022,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-023,required_hearts_counts_json,<赤> 1 <紫> 1 <任意> 1 (合計3),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-023,required_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""purple"": 1, ""any"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-024,required_hearts_counts_json,<赤> 1 <紫> 1 <任意> 3 (合計5),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-024,required_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""purple"": 1, ""any"": 3}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-025,required_hearts_counts_json,<赤> 2 <紫> 2 <任意> 3 (合計7),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-025,required_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""purple"": 2, ""any"": 3}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd1-026,required_hearts_counts_json,<赤> 4 <紫> 4 <任意> 3 (合計11),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd1-026,required_hearts_counts_json_vs_reparsed,{},"{""red"": 4, ""purple"": 4, ""any"": 3}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-001,base_hearts_counts_json,<赤> 3 <黄> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-001,base_hearts_counts_json_vs_reparsed,{},"{""red"": 3, ""yellow"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-002,base_hearts_counts_json,<赤> 2 <黄> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-002,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""yellow"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-003,base_hearts_counts_json,<赤> 1 <黄> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-003,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-004,base_hearts_counts_json,<赤> 1 <黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-004,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-005,base_hearts_counts_json,<黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-005,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-006,base_hearts_counts_json,<赤> 1 <黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-006,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-007,base_hearts_counts_json,<赤> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-007,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-008,base_hearts_counts_json,<赤> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-008,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-009,base_hearts_counts_json,<黄> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-009,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-010,base_hearts_counts_json,<黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-010,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-011,base_hearts_counts_json,<黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-011,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-012,base_hearts_counts_json,<赤> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-012,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-013,base_hearts_counts_json,<紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-013,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-014,base_hearts_counts_json,<黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-014,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-015,base_hearts_counts_json,<赤> 1 <黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-015,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-016,base_hearts_counts_json,<黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-016,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-017,base_hearts_counts_json,<赤> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-017,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-018,base_hearts_counts_json,<赤> 3 <黄> 3,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-018,base_hearts_counts_json_vs_reparsed,{},"{""red"": 3, ""yellow"": 3}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-019,base_hearts_counts_json,<赤> 1 <黄> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-019,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-020,base_hearts_counts_json,<赤> 1 <黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-020,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-021,base_hearts_counts_json,<赤> 1 <黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-021,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-022,base_hearts_counts_json,<黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-022,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-023,required_hearts_counts_json,<黄> 1 <任意> 2 (合計3),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-023,required_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1, ""any"": 2}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-024,required_hearts_counts_json,<赤> 1 <黄> 1 <紫> 1 <任意> 4 (合計7),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-024,required_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1, ""purple"": 1, ""any"": 4}",S2,reparsed heart facts differ from source derived counts
PL!SP-sd2-025,required_hearts_counts_json,<赤> 2 <黄> 1 <紫> 1 <任意> 7 (合計11),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!SP-sd2-025,required_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""yellow"": 1, ""purple"": 1, ""any"": 7}",S2,reparsed heart facts differ from source derived counts
PL!-PR-005,effect_text,"<登場>
以下から1つを選ぶ。
・カードを1枚引き、手札を1枚控え室に置く。
・相手のステージにいるすべてのコスト2以下のメンバーをウェイトにする。",以下から1つを選ぶ。カードを1枚引き、手札を1枚控え室に置く。相手のステージにいるすべてのコスト2以下のメンバーをウェイトにする。,S1,audit_id=PL!-PR-005#A01; population effect text differs from runtime compiled ability
PL!-PR-006,effect_text,"<登場>
以下から1つを選ぶ。
・カードを1枚引き、手札を1枚控え室に置く。
・相手のステージにいるすべてのコスト2以下のメンバーをウェイトにする。",以下から1つを選ぶ。カードを1枚引き、手札を1枚控え室に置く。相手のステージにいるすべてのコスト2以下のメンバーをウェイトにする。,S1,audit_id=PL!-PR-006#A01; population effect text differs from runtime compiled ability
PL!-PR-008,effect_text,"<登場>
以下から1つを選ぶ。
・カードを1枚引き、手札を1枚控え室に置く。
・相手のステージにいるすべてのコスト2以下のメンバーをウェイトにする。",以下から1つを選ぶ。カードを1枚引き、手札を1枚控え室に置く。相手のステージにいるすべてのコスト2以下のメンバーをウェイトにする。,S1,audit_id=PL!-PR-008#A01; population effect text differs from runtime compiled ability
PL!-PR-020,effect_text,"<ライブ開始時>
<センター>
自分のライブカード置き場にあるライブカードのスコアの合計が8以上の場合、『",自分のライブカード置き場にあるライブカードのスコアの合計が8以上の場合、『<常時>ライブの合計スコアを+1する。』を得る。,S1,audit_id=PL!-PR-020#A01; population effect text differs from runtime compiled ability
PL!-bp4-002,effect_text,"<ライブ開始時>
能力も",自分の控え室から『μ's』のライブカードを1枚手札に加える。この能力は、自分の成功ライブカード置き場にあるカードのスコアの合計が6以上の場合のみ起動できる。,S1,audit_id=PL!-bp4-002#A02; population effect text differs from runtime compiled ability
PL!-bp5-024,effect_text,"<ライブ開始時>
自分のステージに『A-RISE』のメンバーがいる場合、以下から1つを選ぶ。
・ウェイト状態のメンバー1人をアクティブにし、ライブ終了時まで、そのメンバーは
<(ブレード)>
を得る。
・相手のステージにいる元々持つ
<(ブレード)>
が3つ以下のメンバー1人をウェイトにする。",自分のステージに『A-RISE』のメンバーがいる場合、以下から1つを選ぶ。ウェイト状態のメンバー1人をアクティブにし、ライブ終了時まで、そのメンバーは<(ブレード)>を得る。相手のステージにいる元々持つ<(ブレード)>が3つ以下のメンバー1人をウェイトにする。,S1,audit_id=PL!-bp5-024#A01; population effect text differs from runtime compiled ability
PL!-bp6-020,effect_text,"<自動>
<ターン1回>
自分のステージのセンターエリアにいる『μ's』のメンバーの",自分のステージのセンターエリアにいる『μ's』のメンバーの<ライブ開始時>能力が解決したとき、そのメンバーをポジションチェンジする。,S1,audit_id=PL!-bp6-020#A01; population effect text differs from runtime compiled ability
PL!-bp6-020,effect_text,"<ライブ開始時>
能力が解決したとき、そのメンバーをポジションチェンジする。",自分のステージのセンターエリアにいる『μ's』のメンバーの<ライブ成功時>能力が解決したとき、そのメンバーがこのターン中に移動している場合、このカードのスコアを+1する。,S1,audit_id=PL!-bp6-020#A02; population effect text differs from runtime compiled ability
PL!-pb1-013,effect_text,"<起動>
<ターン1回>
<(E)>
<(E)>
自分の手札を、相手は見ないで1枚選び公開する。これにより公開されたカードがライブカードの場合、ライブ終了時まで、このメンバーは『",<(E)><(E)>自分の手札を、相手は見ないで1枚選び公開する。これにより公開されたカードがライブカードの場合、ライブ終了時まで、このメンバーは『<常時>ライブの合計スコアを+1する。』を得る。,S1,audit_id=PL!-pb1-013#A01; population effect text differs from runtime compiled ability
